file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_0.json,800,1402,2128,904,493,493,1773,215,1414
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_1.json,800,1371,2005,937,482,482,1572,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_2.json,800,1337,1936,841,68,68,913,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_3.json,800,1389,1999,1022,293,293,1365,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_4.json,800,1493,2209,967,382,382,1486,178,1384
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_5.json,800,1625,2426,1036,151,151,1100,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_6.json,800,1336,1964,978,299,299,1298,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_7.json,800,1461,2146,1070,236,236,1361,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_8.json,800,1340,2106,872,585,585,1629,0,800
benchmarks/polyhedral/queko-bss-16qbt/16QBT_800CYC_QSE_9.json,800,1319,1958,857,658,658,1628,143,1264
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_0.json,900,1504,2271,1013,496,496,1785,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_1.json,900,1483,2089,1029,508,508,1829,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_2.json,900,1565,2176,1048,260,260,1414,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_3.json,900,1569,2180,1052,761,761,1867,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_4.json,900,1680,2373,987,179,179,1380,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_5.json,900,1560,2069,1009,773,773,1985,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_6.json,900,1493,2260,1180,668,668,1924,0,900
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_7.json,900,1662,2320,1032,688,688,1935,265,1672
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_8.json,900,1533,2141,1119,528,528,1860,261,1472
benchmarks/polyhedral/queko-bss-16qbt/16QBT_900CYC_QSE_9.json,900,1604,2208,1034,638,638,1995,0,900
