file_path,dept,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_5.json,500,9121,5057,7276,4558,4093,3316,3485,3217
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_6.json,500,9407,5242,6728,4146,3065,2703,3390,2615
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_7.json,500,8751,5000,8107,4495,3893,3463,3583,3045
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_8.json,500,7601,4483,8950,5126,3670,3102,3700,3206
benchmarks/polyhedral/queko-bss-54qbt/54QBT_500CYC_QSE_9.json,500,7570,4213,6929,3969,3861,3092,2699,2642
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_0.json,600,9484,5701,9947,5786,4964,4259,3734,3370
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_1.json,600,8532,5033,timeout,timeout,4167,3901,3805,3444
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_2.json,600,10715,5723,7561,4724,4496,3971,4768,3807
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_3.json,600,9420,5261,8486,5051,4075,3704,3395,3164
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_4.json,600,10062,5416,9589,5655,3419,3465,3398,3048
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_5.json,600,8432,4863,9631,5668,3424,3381,3349,3091
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_6.json,600,9395,5347,8790,4933,4428,3910,3538,3186
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_7.json,600,8559,5109,9717,5599,4645,3969,3588,3495
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_8.json,600,10080,5460,10367,5692,3938,3572,3679,3272
benchmarks/polyhedral/queko-bss-54qbt/54QBT_600CYC_QSE_9.json,600,8066,4733,9736,5614,3377,3117,3575,3571
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_0.json,700,12453,6844,10689,6224,3932,3696,4841,4270
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_1.json,700,11881,6544,11313,6640,5268,4635,3727,3433
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_2.json,700,9914,5762,10018,5979,4306,4091,4309,3932
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_3.json,700,10318,6071,11465,6223,5673,4868,3288,3234
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_4.json,700,9694,5426,9750,6048,4023,3678,5058,4427
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_5.json,700,10844,6203,10588,6339,4089,3858,3718,3313
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_6.json,700,12405,6738,11049,6665,4316,3969,5567,4838
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_7.json,700,11907,6541,timeout,timeout,4455,3941,3030,2985
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_8.json,700,9731,5890,9987,5777,4188,3746,3783,3780
benchmarks/polyhedral/queko-bss-54qbt/54QBT_700CYC_QSE_9.json,700,9228,5505,11317,6584,4925,4291,3925,3800
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_0.json,800,12879,7216,12627,7198,4010,3821,4300,4151
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_1.json,800,12736,7122,11233,6668,5716,5021,4639,4047
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_2.json,800,12691,7262,11247,6486,5091,4562,4898,4532
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_3.json,800,12814,7470,timeout,timeout,4110,4074,5239,4818
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_4.json,800,12252,6720,11307,6666,5906,5073,3711,3641
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_5.json,800,9605,5782,12628,7290,6250,5355,5009,4397
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_6.json,800,11801,7027,10449,6256,4730,4399,4727,4522
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_7.json,800,11066,6558,13629,7648,5438,4960,3977,3942
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_8.json,800,10792,6364,10945,6462,5731,4963,5745,5026
benchmarks/polyhedral/queko-bss-54qbt/54QBT_800CYC_QSE_9.json,800,11380,6520,12787,7266,4288,4062,5645,5107
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_0.json,900,12115,7143,13961,8029,4398,4475,4405,4493
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_1.json,900,13206,7912,13862,7990,6863,5917,5413,4983
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_2.json,900,10612,6728,11865,7165,6037,5575,4577,4379
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_3.json,900,11691,7147,11792,7291,5538,5235,6130,5428
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_4.json,900,12508,7412,13304,7716,5697,5217,5149,4822
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_5.json,900,timeout,timeout,13855,8121,5128,5125,6033,5398
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_6.json,900,12459,7306,13389,7758,5939,5685,3694,3978
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_7.json,900,14223,7885,12383,7264,6777,5963,6658,5435
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_8.json,900,11675,6963,12306,7313,5115,4937,4716,4735
benchmarks/polyhedral/queko-bss-54qbt/54QBT_900CYC_QSE_9.json,900,12399,7645,12023,7173,4854,4758,4783,4604
