file_path,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.7D2_7.json,452,197,274,174,232,195,129,134
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.1D2_0.json,108,138,43,91,49,84,20,74
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_7.json,194,137,96,109,80,87,46,66
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.3D2_9.json,237,161,135,135,105,158,72,116
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_5.json,334,171,186,157,150,143,129,93
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_9.json,409,255,192,148,171,184,88,128
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_1.json,321,213,182,155,166,155,80,98
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_5.json,164,119,91,84,90,81,44,57
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.3D2_1.json,225,117,127,83,128,105,50,65
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.2D2_6.json,156,246,68,117,77,139,33,87
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.2D2_1.json,207,194,73,103,70,132,41,81
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.5D2_2.json,310,180,213,193,165,154,112,153
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.3D2_9.json,216,114,112,96,100,92,51,64
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.5D2_3.json,384,206,248,182,169,150,136,106
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_1.json,441,244,319,221,176,173,158,145
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_9.json,287,179,145,126,137,166,81,111
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_4.json,424,229,196,146,158,142,125,115
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_8.json,399,183,247,145,184,152,124,114
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_0.json,343,188,208,155,161,167,142,165
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.1D2_4.json,114,90,29,56,39,56,16,51
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.6D2_1.json,435,196,237,168,166,149,141,122
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.1D2_2.json,68,76,23,58,30,56,15,55
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.3D2_7.json,206,107,128,103,104,81,50,67
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_2.json,205,187,80,107,91,161,43,90
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_4.json,361,184,160,130,137,110,88,98
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_9.json,222,167,90,119,72,104,39,80
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.5D2_5.json,385,221,249,172,159,155,97,97
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.3D2_5.json,272,209,124,136,127,185,76,133
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.1D2_1.json,111,108,37,91,63,118,19,75
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.4D2_0.json,304,177,187,113,140,105,75,82
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_7.json,230,210,130,144,122,170,52,94
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_2.json,142,95,86,82,80,79,42,66
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_2.json,572,247,344,237,277,208,168,124
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_5.json,434,205,235,168,253,174,126,121
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_6.json,300,191,197,144,140,134,78,109
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.4D2_3.json,290,196,151,145,162,177,62,118
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_1.json,174,149,107,121,78,100,39,59
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_7.json,504,250,373,245,294,215,161,138
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.6D2_4.json,476,198,248,139,196,138,111,106
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_3.json,284,188,155,156,130,199,73,109
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.1D2_7.json,92,163,35,87,50,93,22,81
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_0.json,63,67,29,63,34,58,11,52
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.1D2_5.json,119,206,32,120,45,127,20,69
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.1D2_2.json,79,136,27,101,44,126,14,75
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.6D2_2.json,496,227,250,144,215,158,111,127
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_7.json,127,101,42,68,48,68,17,54
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.3D2_6.json,199,145,149,110,114,113,69,87
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_2.json,191,178,155,156,110,164,66,101
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.2D2_8.json,176,85,86,76,94,78,51,69
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_8.json,258,184,175,147,141,160,93,110
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.4D2_1.json,327,187,147,101,142,106,64,78
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_1.json,274,190,110,132,121,153,52,86
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_7.json,160,143,88,110,84,127,42,103
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.2D2_5.json,173,191,73,121,76,160,32,116
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_6.json,449,256,256,173,221,177,146,128
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_6.json,363,222,142,116,144,150,92,108
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.2D2_9.json,204,143,78,87,70,84,62,76
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_9.json,447,210,230,144,178,161,126,126
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_7.json,454,253,232,162,202,194,129,122
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_5.json,206,207,123,143,112,133,88,122
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.5D2_4.json,411,243,214,137,164,159,112,121
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.5D2_4.json,359,214,218,169,194,195,123,126
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.2D2_5.json,192,197,85,111,82,137,42,85
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_0.json,287,174,220,156,157,171,122,124
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_9.json,396,192,225,147,137,123,134,109
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.1D2_4.json,94,104,40,87,41,74,20,65
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.1D2_8.json,102,108,28,58,44,65,21,48
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_8.json,365,236,202,159,162,163,57,98
