file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.1D2_7.json,45,107,104,27,63,41,70,10,56
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.1D2_8.json,45,118,178,34,98,46,95,17,61
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_0.json,45,438,199,221,156,205,178,92,113
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.2D2_2.json,45,215,186,85,134,85,125,39,85
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.7D2_1.json,45,435,194,251,139,211,154,95,107
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_6.json,45,203,150,91,93,77,104,47,62
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.7D2_7.json,45,477,197,247,149,198,148,99,100
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.1D2_0.json,45,128,120,40,76,52,87,9,63
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.2D2_7.json,45,187,145,77,70,88,110,34,57
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.3D2_9.json,45,234,157,112,91,109,144,59,77
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_5.json,45,306,137,191,132,173,126,98,96
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_9.json,45,417,255,172,131,188,173,91,101
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_1.json,45,362,198,159,120,193,154,84,82
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_5.json,45,197,98,64,65,72,81,41,67
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.3D2_1.json,45,249,120,114,91,109,91,54,62
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.2D2_6.json,45,157,181,64,115,81,109,36,94
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.2D2_1.json,45,222,206,64,84,86,128,37,78
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.5D2_2.json,45,362,182,157,115,158,149,94,106
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.3D2_9.json,45,196,105,86,76,105,91,43,67
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.5D2_3.json,45,355,186,210,130,133,116,100,90
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_1.json,45,459,205,207,146,180,164,111,113
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.4D2_9.json,45,282,191,127,124,166,160,68,84
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_4.json,45,405,190,158,104,159,133,91,82
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.5D2_8.json,45,397,176,221,132,154,129,120,118
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.5D2_0.json,45,365,205,179,151,168,177,76,121
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.1D2_4.json,45,110,86,24,49,35,60,14,51
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.6D2_1.json,45,425,207,269,141,175,130,94,88
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.1D2_2.json,45,67,76,20,54,40,63,11,56
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.3D2_7.json,45,271,129,119,90,120,86,71,80
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_2.json,45,195,153,67,104,96,174,42,115
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_4.json,45,370,170,146,84,124,111,75,77
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_9.json,45,187,167,68,94,70,102,28,82
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.5D2_5.json,45,395,189,222,153,187,175,74,96
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.3D2_5.json,45,308,245,144,156,123,181,64,142
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.1D2_1.json,45,123,147,41,77,66,105,18,62
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.4D2_0.json,45,286,141,136,109,156,123,88,79
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_7.json,45,249,175,106,133,108,157,54,82
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.2D2_2.json,45,156,100,66,74,82,80,34,60
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_2.json,45,484,228,292,166,223,174,132,123
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.6D2_5.json,45,398,163,194,110,235,179,116,93
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.4D2_6.json,45,329,168,154,122,135,127,81,96
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.4D2_3.json,45,339,219,158,151,110,132,65,94
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.2D2_1.json,45,169,117,80,89,103,104,39,101
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.8D2_7.json,45,510,209,243,136,217,169,131,135
